P1;2;5;6;0
P2;1;5;7;0
P3;2;5;6;0
P4;2;5;6;0
P5;1;5;7;0
P6;1;5;7;0
P7;2;5;7;0
P8;1;5;7;0
P9;2;5;6;0
P10;2;4;6;0
P11;2;5;6;0
P12;1;5;7;0
P13;2;5;6;0
P14;1;5;7;0
P15;1;5;6;0
P16;2;5;6;0
P17;2;5;7;0
P18;1;5;6;0
P19;2;5;6;0
P20;2;5;7;0
P21;1;4;6;0
P22;1;3;7;0
P23;1;5;6;0
P24;1;5;6;0
P25;2;5;7;0
P26;2;5;7;0
P27;2;5;7;0
P28;1;5;6;0
P29;1;5;7;0
P30;2;5;6;0
P31;2;5;6;0
P32;2;5;6;0
P33;1;5;7;0
P34;2;5;6;0
P35;2;5;7;0
P36;2;5;6;0
P37;1;5;7;0
P38;2;5;6;0
P39;1;5;7;0
P40;1;5;7;0
P41;2;5;6;0
P42;1;5;7;0
P43;1;5;7;0
P44;1;5;7;0
P45;2;5;6;0
P46;2;5;6;0
P47;1;5;7;0
P48;2;5;6;0
P49;1;5;7;0
P50;1;5;7;0
P51;2;4;6;0
P52;1;5;7;0
P53;2;5;6;0
P54;1;3;7;0
P55;2;5;6;0
P56;1;4;7;0
P57;2;5;7;0
P58;2;5;7;0
P59;2;5;6;0
P60;1;3;7;0
P61;2;5;6;0
P62;2;5;6;0
P63;2;5;6;0
P64;2;5;6;0
P65;2;5;6;0
P66;1;5;7;0
P67;1;5;7;0
P68;2;5;7;0
P69;1;5;7;0
P70;1;5;7;0
P71;1;5;6;0
