P1;2;5;7;0
P2;1;5;6;0
P3;2;5;7;0
P4;1;5;7;0
P5;2;5;6;0
P6;2;5;7;0
P7;2;5;6;0
P8;1;5;7;0
P9;2;5;6;0
P10;1;3;7;0
P11;2;5;6;0
P12;2;5;7;0
P13;1;5;7;0
P14;1;5;6;0
P15;2;5;7;0
P16;1;5;6;0
P17;1;5;6;0
P18;2;5;7;0
P19;2;5;7;0
P20;1;5;6;0
P21;2;5;7;0
P22;1;5;6;0
P23;2;5;7;0
P24;1;5;6;0
P25;2;5;7;0
P26;2;5;7;0
P27;1;5;6;0
P28;1;5;6;0
P29;2;5;7;0
P30;1;5;6;0
P31;1;5;6;0
P32;2;5;7;0
P33;1;5;6;0
P34;2;5;7;0
P35;2;5;7;0
P36;1;5;6;0
P37;1;5;6;0
P38;1;5;6;0
P39;1;5;6;0
P40;1;5;6;0
P41;2;5;7;0
P42;2;5;6;0
P43;1;3;6;0
P44;2;5;6;0
P45;1;5;7;0
P46;2;5;6;0
P47;2;5;7;0
P48;1;3;7;0
P49;1;3;7;0
P50;2;5;6;0
P51;1;3;7;0
P52;1;5;7;0
P53;1;3;6;0
P54;1;5;6;0
P55;2;5;6;0
P56;1;5;7;0
P57;1;3;6;0
P58;2;5;6;0
P59;1;3;6;0
P60;2;5;6;0
P61;2;3;6;0
P62;2;5;6;0
P63;2;5;7;0
P64;1;5;7;0
P65;2;5;6;0
P66;1;5;7;0
P67;2;5;7;0
P68;2;5;6;0
P69;2;5;6;0
P70;1;5;6;0
P71;2;5;7;0
P72;2;5;7;0
P73;1;5;7;0
P74;2;5;6;0
P75;2;5;7;0
P76;2;5;6;0
P77;2;5;6;0
P78;2;5;7;0
