P1;1;5;7;0
P2;2;5;6;0
P3;1;5;7;0
P4;2;5;7;0
P5;1;5;6;0
P6;1;3;7;0
P7;2;5;7;0
P8;2;5;7;0
P9;2;5;6;0
P10;2;5;6;0
P11;2;4;6;0
P12;1;3;7;0
P13;1;3;7;0
P14;2;5;6;0
P15;1;3;7;0
P16;1;5;6;0
P17;1;5;7;0
P18;2;5;6;0
P19;1;5;6;0
P20;2;5;6;0
P21;1;5;7;0
P22;2;5;7;0
P23;1;5;7;0
P24;1;5;7;0
P25;1;5;6;0
P26;1;5;7;0
P27;2;5;7;0
P28;2;5;7;0
P29;1;5;6;0
P30;2;5;7;0
P31;2;5;7;0
P32;1;5;6;0
P33;2;5;7;0
P34;1;5;6;0
P35;1;5;7;0
P36;2;5;7;0
P37;1;5;7;0
P38;1;5;6;0
P39;2;5;6;0
P40;1;5;6;0
P41;2;4;6;0
P42;1;5;6;0
P43;1;5;7;0
P44;2;5;6;0
P45;1;5;7;0
P46;2;5;6;0
P47;1;5;7;0
P48;1;5;7;0
P49;2;5;6;0
P50;1;4;6;0
P51;2;5;6;0
P52;2;5;7;0
P53;2;5;7;0
P54;1;5;7;0
P55;1;5;7;0
P56;1;5;7;0
P57;2;3;7;0
P58;2;5;6;0
P59;1;5;6;0
P60;1;5;6;0
P61;2;5;7;0
P62;1;5;6;0
P63;2;5;7;0
P64;2;5;7;0
P65;2;5;7;0
P66;2;5;6;0
P67;2;5;6;0
P68;1;5;6;0
P69;1;4;6;0
P70;2;3;7;0
P71;2;5;7;0
P72;1;5;6;0
P73;1;5;6;0
P74;2;5;7;0
P75;2;5;7;0
P76;2;5;7;0
P77;1;5;6;0
P78;1;5;7;0
P79;2;5;6;0
P80;2;5;7;0
P81;2;5;6;0
P82;2;5;6;0
P83;1;5;7;0
P84;1;5;7;0
P85;2;5;6;0
P86;1;5;6;0
P87;2;5;6;0
P88;2;5;7;0
P89;1;5;6;0
P90;2;5;7;0
P91;1;5;6;0
P92;1;5;6;0
P93;2;5;7;0
P94;1;5;6;0
P95;1;5;6;0
P96;1;3;7;0
P97;1;5;6;0
P98;1;5;7;0
P99;1;5;6;0
