Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;1;1
4.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5714285714285714;1.0;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.0;0.0;1;0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;1.0;0.6666666666666666;0.6666666666666666;1.0;1.0;1.0;0.0;0.0;0;1
3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.6363636363636364;0.8181818181818182;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;1.0;0.0;0.0;1;0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.8;0.6;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;1.0;0.0;0.0;0;1
2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.5263157894736842;0.6842105263157895;0.0;1.0;0.8;0.8;0.0;0.0;1.0;0.0;0.0;0;1
3.0;1.0;2.0;0.0;1.0;0.0;1.0;0.3809523809523809;0.782608695652174;0.0;1.0;0.75;1.25;1.0;0.0;1.0;0.0;0.0;1;0
5.0;2.0;2.0;0.0;1.0;0.0;1.0;0.4285714285714285;0.6666666666666666;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.95;0.05;0.0;0;1
5.0;1.0;3.0;0.0;1.0;0.0;1.0;0.3809523809523809;0.7;0.0;1.0;1.0;0.5;0.0;1.0;0.9047619047619048;0.0;0.0952380952380952;0;1
3.0;1.0;4.0;0.0;1.0;0.0;1.0;0.3809523809523809;0.782608695652174;0.0;1.0;0.75;1.25;1.0;0.0;0.8181818181818182;0.0;0.1818181818181818;1;0
4.0;2.0;3.0;0.0;1.0;0.0;1.0;0.4782608695652174;0.6956521739130435;0.0;1.0;0.8;0.8;0.0;0.0;0.8260869565217391;0.0;0.1739130434782608;1;0
5.0;2.0;3.0;0.0;1.0;0.0;1.0;0.5263157894736842;0.5555555555555556;0.0;1.0;1.0;0.5;0.0;1.0;0.9444444444444444;0.0;0.0555555555555555;0;1
3.0;1.0;3.0;0.0;1.0;0.0;1.0;0.625;0.6875;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;0.9166666666666666;0.0;0.0833333333333333;1;0
2.0;2.0;3.0;0.0;1.0;0.0;1.0;0.7222222222222222;0.5;0.0;1.0;0.8;0.8;0.0;0.0;0.875;0.0;0.125;0;1
4.0;2.0;4.0;0.0;1.0;0.0;1.0;0.6;0.6;0.0;1.0;0.8;0.8;0.0;0.0;0.9411764705882352;0.0;0.0588235294117647;0;1
3.0;1.0;4.0;0.0;1.0;0.0;1.0;0.5;0.6818181818181818;0.0;1.0;0.75;1.25;1.0;0.0;0.8947368421052632;0.0526315789473684;0.0526315789473684;1;0
3.0;2.0;4.0;0.0;1.0;0.0;1.0;0.5652173913043478;0.6;0.0;1.0;0.75;1.25;1.0;0.0;0.9090909090909092;0.0454545454545454;0.0454545454545454;1;0
5.0;2.0;1.0;0.0;1.0;0.0;1.0;0.6923076923076923;0.4615384615384615;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.7857142857142857;0.0714285714285714;0.1428571428571428;1;0
5.0;2.0;1.0;0.0;1.0;0.0;1.0;0.7692307692307693;0.3571428571428571;0.0;1.0;0.5;1.0;1.0;0.0;1.0;0.0;0.0;1;0
2.0;3.0;0.0;0.0;1.0;0.0;1.0;0.8571428571428571;0.4285714285714285;0.0;1.0;0.8;0.8;0.0;0.0;0.7692307692307693;0.1538461538461538;0.0769230769230769;1;0
4.0;4.0;0.0;0.0;1.0;0.0;1.0;0.8888888888888888;0.25;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;0.8235294117647058;0.1176470588235294;0.0588235294117647;0;1
4.0;3.0;0.0;0.0;1.0;0.0;1.0;0.9285714285714286;0.25;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;0.9090909090909092;0.0;0.0909090909090909;0;1
3.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.5;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;0.8333333333333334;0.0;0.1666666666666666;0;1
2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.6363636363636364;0.6666666666666666;0.0;1.0;0.75;1.0;1.0;0.0;0.8;0.1;0.1;1;0
3.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8333333333333334;0.5;0.0;1.0;1.25;0.75;0.0;1.0;0.7777777777777778;0.0;0.2222222222222222;0;1
3.0;1.0;1.0;0.0;1.0;0.0;1.0;0.6923076923076923;0.6363636363636364;0.0;1.0;1.25;0.75;0.0;1.0;0.8;0.0;0.2;0;1
4.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5555555555555556;0.8888888888888888;0.0;1.0;0.8;0.8;0.0;0.0;0.8333333333333334;0.0;0.1666666666666666;1;0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.75;0.75;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;1.0;0.0;0.0;1;0
5.0;2.0;0.0;0.0;1.0;0.0;1.0;0.8461538461538461;0.3076923076923077;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.9166666666666666;0.0833333333333333;0.0;0;1
5.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8888888888888888;0.25;0.0;1.0;1.0;0.5;0.0;1.0;1.0;0.0;0.0;0;1
1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.8333333333333334;0.5714285714285714;0.0;1.0;0.8;1.2;1.0;0.0;1.0;0.0;0.0;1;0
1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.9285714285714286;0.4375;0.0;1.0;0.8;1.2;1.0;0.0;0.9090909090909092;0.0;0.0909090909090909;1;0
4.0;3.0;0.0;0.0;1.0;0.0;1.0;0.9444444444444444;0.2777777777777778;0.0;1.0;0.8;0.8;0.0;0.0;0.9333333333333332;0.0;0.0666666666666666;0;1
