P1;2;5;7;
P2;1;3;6;
P3;1;5;6;
P4;1;4;7;
P5;2;3;7;
P6;1;3;7;
P7;1;5;6;
P8;1;5;6;
P9;1;3;7;
P10;2;3;7;
P11;2;4;6;
P12;2;3;7;
P13;1;4;6;
P14;2;3;7;
P15;2;3;7;
P16;2;5;6;
P17;1;4;6;
P18;2;5;7;
P19;1;3;7;
P20;2;3;7;
P21;2;3;7;
P22;1;4;6;
P23;1;5;6;
P24;2;3;7;
P25;1;5;6;
P26;1;3;6;
P27;2;5;7;
P28;1;5;6;
P29;2;5;6;
P30;1;5;6;
P31;2;4;7;
P32;1;5;6;
P33;2;5;6;
P34;1;3;7;
P35;2;3;6;
P36;1;3;7;
P37;1;4;6;
P38;1;5;6;
P39;1;5;6;
P40;2;5;7;
P41;2;3;7;
P42;2;4;7;
P43;2;5;7;
P44;1;4;6;
P45;1;3;6;
P46;2;3;6;
P47;2;5;7;
P48;2;3;7;
P49;2;5;7;
P50;1;3;6;
P51;2;5;7;
P52;1;3;6;
P53;2;3;7;
P54;1;4;6;
P55;1;3;7;
P56;1;5;6;
P57;2;4;7;
P58;2;3;7;
P59;2;4;7;
P60;1;3;7;
P61;1;3;6;
P62;2;4;7;
P63;2;3;6;
P64;1;5;7;
P65;1;4;7;
P66;1;4;7;
P67;2;5;6;
P68;1;4;7;
P69;1;3;6;
P70;1;3;6;
P71;2;4;7;
P72;1;4;6;
P73;1;3;7;
P74;1;3;6;
P75;1;4;6;
P76;2;3;6;
P77;2;3;6;
P78;1;3;7;
P79;1;5;6;
P80;1;3;6;
P81;2;3;6;
P82;2;4;7;
P83;1;5;7;
P84;1;5;7;
P85;1;3;6;
P86;2;4;7;
P87;1;3;6;
P88;1;3;7;
P89;1;5;6;
P90;2;3;6;
P91;1;5;6;
P92;1;4;7;
P93;1;4;7;
P94;1;5;7;
P95;1;3;6;
P96;2;4;7;
P97;2;3;7;
P98;1;5;6;
P99;1;3;6;
P100;2;5;7;
