Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7687074829931972;0.2312925170068027;0.0;0.0;0.0;1;0;0;0
5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;25.0;15.0;16.0;17.0;1.0;0.5769230769230769;0.5925925925925926;0.6071428571428571;1.6666666666666667;1.0;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7328767123287672;0.1917808219178082;0.0753424657534246;0.0;0.0;0;0;1;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;20.0;17.0;0.7777777777777778;0.7894736842105263;1.0;0.8095238095238095;1.0;1.0714285714285714;1.4285714285714286;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6204819277108434;0.3373493975903614;0.0240963855421686;0.0180722891566265;0.0;0;1;0;0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;24.0;16.0;17.0;0.6086956521739131;1.0;0.64;0.6538461538461539;1.0;1.7142857142857142;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6271186440677966;0.2711864406779661;0.0508474576271186;0.0112994350282485;0.03954802259887;1;0;0;0
1.0;1.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;24.0;10.0;16.0;17.0;0.8275862068965517;0.5;0.5161290322580645;0.53125;2.4;1.0;1.6;1.7;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.6;0.2555555555555555;0.0833333333333333;0.0;0.0611111111111111;0;0;0;1
1.0;1.0;0.0;0.0;1.0;0.5625;0.25;0.0;1.0;23.0;9.0;16.0;23.0;0.5348837209302325;0.2647058823529412;0.3555555555555555;0.6388888888888888;2.555555555555556;1.0;1.7777777777777777;2.555555555555556;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.5668449197860963;0.2299465240641711;0.1550802139037433;0.0;0.0481283422459893;1;1;0;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;14.0;0.6666666666666666;0.4166666666666667;0.6956521739130435;1.0;2.8;1.0;3.2;2.8;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.6666666666666666;0.2612612612612612;0.0315315315315315;0.0;0.0405405405405405;0;1;0;0
2.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;1.0;14.0;16.0;16.0;20.0;0.7777777777777778;0.8421052631578947;0.8;0.9523809523809524;1.0;1.1428571428571428;1.1428571428571428;1.4285714285714286;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7317073170731707;0.224390243902439;0.0195121951219512;0.0;0.024390243902439;1;0;0;0
1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1538461538461538;27.0;5.0;16.0;9.0;0.9310344827586208;0.25;0.5161290322580645;0.4090909090909091;5.4;1.0;3.2;1.8;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.6577777777777778;0.1911111111111111;0.0666666666666666;0.0;0.0844444444444444;0;1;0;1
1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;22.0;5.0;16.0;11.0;0.8461538461538461;0.2941176470588235;0.5714285714285714;0.5789473684210527;4.4;1.0;3.2;2.2;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.6984732824427481;0.1870229007633587;0.0458015267175572;0.0114503816793893;0.0572519083969465;1;1;0;0
