Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected_Resource_encoded_0;Selected_Resource_encoded_1
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0;1
3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.625;1.0;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;1.0;0.0;0.0;1;0
4.0;1.0;1.0;0.0;1.0;0.0;1.0;0.7272727272727273;0.5555555555555556;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.0;0.0;0;1
4.0;1.0;2.0;0.0;1.0;0.0;1.0;0.6153846153846154;0.6363636363636364;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.0;0.0;0;1
3.0;1.0;3.0;0.0;1.0;0.0;1.0;0.5;0.75;0.0;1.0;0.75;1.25;1.0;0.0;1.0;0.0;0.0;1;0
3.0;1.0;2.0;0.0;1.0;0.0;1.0;0.6;0.6470588235294118;0.0;1.0;0.75;1.25;1.0;0.0;1.0;0.0;0.0;1;0
3.0;2.0;2.0;0.0;1.0;0.0;1.0;0.6875;0.5555555555555556;0.0;1.0;0.75;1.25;1.0;0.0;1.0;0.0;0.0;1;0
1.0;3.0;2.0;0.0;1.0;0.0;1.0;0.7727272727272727;0.5;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;1.0;0.0;0.0;0;1
3.0;2.0;2.0;0.0;1.0;0.0;1.0;0.5714285714285714;0.6086956521739131;0.0;1.0;0.75;1.25;1.0;0.0;1.0;0.0;0.0;1;0
3.0;3.0;1.0;0.0;1.0;0.0;1.0;0.6363636363636364;0.5416666666666666;0.0;1.0;0.75;1.25;1.0;0.0;0.9047619047619048;0.0;0.0952380952380952;1;0
4.0;2.0;0.0;0.0;1.0;0.0;1.0;0.9166666666666666;0.4166666666666667;0.0;1.0;0.8;0.8;0.0;0.0;0.8888888888888888;0.0;0.1111111111111111;0;1
3.0;1.0;1.0;0.0;1.0;0.0;1.0;0.7272727272727273;0.6153846153846154;0.0;1.0;0.75;1.25;1.0;0.0;0.8888888888888888;0.1111111111111111;0.0;1;0
2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.8461538461538461;0.4615384615384615;0.0;1.0;0.8;0.8;0.0;0.0;0.9;0.0;0.1;0;1
3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.5882352941176471;0.631578947368421;0.0;1.0;0.75;1.25;1.0;0.0;0.9333333333333332;0.0;0.0666666666666666;1;0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.4;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.75;0.25;0.0;0;1
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.5;0.0;1.0;1.0;0.5;0.0;1.0;1.0;0.0;0.0;0;1
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.5;0.0;1.0;0.0;0.5;0.5;0;1
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.8;0.8;0.0;0.0;0.0;0.0;1.0;0;1
4.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;1.0;0.0;1.0;0.8;0.8;0.0;0.0;0.5714285714285714;0.0;0.4285714285714285;1;0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.75;0.75;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;0.8571428571428571;0.0;0.1428571428571428;1;0
2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8571428571428571;0.3846153846153846;0.0;1.0;1.0;0.75;0.0;1.0;1.0;0.0;0.0;0;1
3.0;1.0;1.0;0.0;1.0;0.0;1.0;0.75;0.5625;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;1.0;0.0;0.0;1;0
2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.875;0.3333333333333333;0.0;1.0;1.0;0.75;0.0;1.0;0.8;0.2;0.0;0;1
