Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected_Resource_encoded_0;Selected_Resource_encoded_1
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;1;0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.6666666666666666;0.0;1.0;0.75;1.0;1.0;0.0;1.0;0.0;0.0;0;1
2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.5714285714285714;0.8571428571428571;0.0;1.0;0.75;0.75;1.0;1.0;1.0;0.0;0.0;1;0
3.0;1.0;0.0;0.0;1.0;0.0;1.0;0.75;0.6666666666666666;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;1.0;0.0;0.0;1;0
4.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8461538461538461;0.4615384615384615;0.0;1.0;0.8;0.8;0.0;0.0;1.0;0.0;0.0;0;1
5.0;1.0;1.0;0.0;1.0;0.0;1.0;0.7;0.5;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;1.0;0.0;0.0;1;0
4.0;2.0;1.0;0.0;1.0;0.0;1.0;0.7857142857142857;0.4166666666666667;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;0.7692307692307693;0.2307692307692307;0.0;0;1
4.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8888888888888888;0.4285714285714285;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.0;0.0;0;1
5.0;1.0;0.0;0.0;1.0;0.0;1.0;0.6666666666666666;0.5714285714285714;0.0;1.0;0.5;1.0;1.0;0.0;0.7142857142857143;0.0;0.2857142857142857;1;0
2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8571428571428571;0.7142857142857143;0.0;1.0;0.8;0.8;0.0;0.0;0.6;0.2;0.2;0;1
5.0;0.0;1.0;0.0;1.0;0.0;1.0;0.2857142857142857;0.875;0.0;1.0;0.5;1.0;1.0;0.0;0.8571428571428571;0.0;0.1428571428571428;1;0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.75;1.0;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;0.4;0.2;0.4;1;0
2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.8181818181818182;0.5;0.0;1.0;1.0;0.75;0.0;1.0;0.7;0.1;0.2;0;1
3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.75;0.6666666666666666;0.0;1.0;0.8333333333333334;0.8333333333333334;0.0;0.0;0.7777777777777778;0.0;0.2222222222222222;0;1
2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5384615384615384;0.7692307692307693;0.0;1.0;0.8;0.8;0.0;0.0;0.6923076923076923;0.0769230769230769;0.2307692307692307;1;0
5.0;1.0;1.0;0.0;1.0;0.0;1.0;0.6428571428571429;0.5;0.0;1.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.8571428571428571;0.0;0.1428571428571428;0;1
2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.5555555555555556;0.631578947368421;0.0;1.0;0.75;1.0;1.0;0.0;0.8823529411764706;0.0;0.1176470588235294;1;0
1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.6666666666666666;0.5833333333333334;0.0;1.0;0.8571428571428571;0.8571428571428571;0.0;0.0;0.9;0.0;0.1;0;1
2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.4444444444444444;0.7368421052631579;0.0;1.0;0.75;1.0;1.0;0.0;0.9375;0.0;0.0625;1;0
1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.5833333333333334;0.6363636363636364;0.0;1.0;1.2;0.8;0.0;1.0;0.9473684210526316;0.0;0.0526315789473684;0;1
4.0;1.0;2.0;0.0;1.0;0.0;1.0;0.4736842105263157;0.7368421052631579;0.0;1.0;0.8;0.8;0.0;0.0;0.9375;0.0625;0.0;0;1
4.0;0.0;3.0;0.0;1.0;0.0;1.0;0.35;0.8333333333333334;0.0;1.0;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.0;0.0;0;1
2.0;0.0;3.0;0.0;1.0;0.0;1.0;0.2352941176470588;0.9444444444444444;0.0;1.0;0.75;1.0;1.0;0.0;0.9333333333333332;0.0;0.0666666666666666;1;0
